"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation";"feature";"relation"
"sredneaziatskie araby / Central Asian Arabs";"tadzhiki";"553766";"1990_6";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"assimilation"
"sredneaziatskie araby / Central Asian Arabs";"tadzhiki";"553766";"1990_6";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"proximity / similarity"
"sredneaziatskie araby / Central Asian Arabs";"ujgury";"553766";"1990_6";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"assimilation"
"sredneaziatskie araby / Central Asian Arabs";"ujgury";"553766";"1990_6";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"proximity / similarity"
"turkmeny";"uzbeki";"553766";"1990_6";"Central Asian titular nations, Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"assimilation"
"turkmeny";"uzbeki";"553766";"1990_6";"Central Asian titular nations, Central Asian titular nations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"proximity / similarity"
"turkmeny";"ujgury";"553766";"1990_6";"Central Asian titular nations, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"assimilation"
"turkmeny";"ujgury";"553766";"1990_6";"Central Asian titular nations, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"proximity / similarity"
"kurdy / Kurds";"tadzhiki";"553766";"1990_6";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"assimilation"
"kurdy / Kurds";"tadzhiki";"553766";"1990_6";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"proximity / similarity"
"kurdy / Kurds";"ujgury";"553766";"1990_6";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"assimilation"
"kurdy / Kurds";"ujgury";"553766";"1990_6";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"proximity / similarity"
"tadzhiki";"ujgury";"553766";"1990_6";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"assimilation"
"tadzhiki";"ujgury";"553766";"1990_6";"Groups, Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"antropologicheskij sostav / antropologicheskie komponenty";"proximity / similarity"
"bassejn / dolina Zeravshan";"Urmitan / Urmetan";"555222";"1953_3";"Zeravshan, Tajikistan / TadzhSSR";"past";NA;"Continuity";"religious architecture / Mosque / Mazar";"proximity / similarity"
"bassejn / dolina Zeravshan";"Zakavkas";"555325";"1953_3";"Zeravshan, Locations";"present";"Factual Statement by Author";"Continuity";"religious architecture / Mosque / Mazar";"proximity / similarity"
"bassejn / dolina Zeravshan";"gornaja Gruzija";"555325";"1953_3";"Zeravshan, Gruzija / Georgia";"present";"Factual Statement by Author";"Continuity";"religious architecture / Mosque / Mazar";"proximity / similarity"
"bassejn / dolina Zeravshan";"dolina Yazgulema / Yazgulem";"555325";"1953_3";"Zeravshan, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"present";"Factual Statement by Author";"Continuity";"religious architecture / Mosque / Mazar";"proximity / similarity"
"Isfara";"Ura-Tjube";"55722";"1982_3";"Ferghana / Ferganskaja dolina, Ferghana / Ferganskaja dolina";"present";"Factual Statement by Author";NA;"promyshlennoe proizvodstvo / industrialization";NA
"Isfara";"Ura-Tjube";"55722";"1982_3";"Ferghana / Ferganskaja dolina, Ferghana / Ferganskaja dolina";"present";"Factual Statement by Author";NA;"housing / architecture / zhilisshe";NA
"Isfara";"Ura-Tjube";"55722";"1982_3";"Ferghana / Ferganskaja dolina, Ferghana / Ferganskaja dolina";"past: early Soviet";"Factual Statement by Author";NA;"promyshlennoe proizvodstvo / industrialization";NA
"Isfara";"Ura-Tjube";"55722";"1982_3";"Ferghana / Ferganskaja dolina, Ferghana / Ferganskaja dolina";"past: early Soviet";"Factual Statement by Author";NA;"housing / architecture / zhilisshe";NA
"tadzhiki";"uzbeki";"55802";"1990_3";"Groups, Central Asian titular nations";NA;"Factual Statement by Author";NA;"profession / zanjatie";"difference"
"Tajikistan / TadzhSSR";"Uzbekistan / Uzbekskaja SSR";"559876";"1953_3";"Locations, Locations";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";"Continuity";"housing / architecture / zhilisshe";"difference"
"bassejn / dolina Zeravshan";"Uzbekistan / Uzbekskaja SSR";"560681";"1953_3";"Zeravshan, Locations";"past: pre-Soviet";"Factual Statement by Author";NA;"religious architecture / Mosque / Mazar";"proximity / similarity"
"bassejn / dolina Zeravshan";"Tajik-Uzbek border regions";"560681";"1953_3";"Zeravshan, Tajikistan / TadzhSSR";"past: pre-Soviet";"Factual Statement by Author";NA;"religious architecture / Mosque / Mazar";"proximity / similarity"
"bassejn / dolina Zeravshan";"Margelan";"560681";"1953_3";"Zeravshan, Uzbekistan / Uzbekskaja SSR";"past: pre-Soviet";"Factual Statement by Author";NA;"religious architecture / Mosque / Mazar";"proximity / similarity"
"bassejn / dolina Zeravshan";"Ferghana / Ferganskaja dolina";"560681";"1953_3";"Zeravshan, Northern Tajikistan";"past: pre-Soviet";"Factual Statement by Author";NA;"religious architecture / Mosque / Mazar";"proximity / similarity"
"sel'skoe naselenie juzhnykh i zapadnykh rajonov Tadzhikistana";"tjurki Uzbekistana";"56082";"1960_1";"sel'skoe naselenie Tadzh. / rural population of Tajikistan, tjurki";NA;NA;NA;"clothing";"proximity / similarity"
"sel'skoe naselenie juzhnykh i zapadnikh rajonov Uzbekistana";"tjurki Uzbekistana";"56082";"1960_1";"uzbeki, tjurki";NA;NA;NA;"clothing";"proximity / similarity"
"Andizhan";"Tajikistan / TadzhSSR";"560977";"1953_3";"Uzbekistan / Uzbekskaja SSR, Locations";NA;"Factual Statement by Author";NA;"housing / architecture / zhilisshe";"influence"
"mogoly ( Afghanistan)";"tajmani/tajmeny (Afghanistan)";"561632";"1963_6";"Groups in Afghanistan, Groups in Afghanistan";"present";NA;NA;"weddings / svadebnye obychai i obrjady / kalym";"proximity / similarity"
"dzhemshidy";"sovetskie khezarejcy";"561632";"1963_6";"Groups, Groups";"present";NA;NA;"weddings / svadebnye obychai i obrjady / kalym";"proximity / similarity"
"sovetskie khezarejcy";"tadzhiki v Afganistane / Tajiks in Afghanistan";"561632";"1963_6";"Groups, Tajiks outside Tajikistan";"present";NA;NA;"weddings / svadebnye obychai i obrjady / kalym";"proximity / similarity"
"dzhemshidy";"tadzhiki v Afganistane / Tajiks in Afghanistan";"561632";"1963_6";"Groups, Tajiks outside Tajikistan";"present";NA;NA;"weddings / svadebnye obychai i obrjady / kalym";"proximity / similarity"
"dzhemshidy";"mogoly ( Afghanistan)";"561632";"1963_6";"Groups, Groups in Afghanistan";"present";NA;NA;"weddings / svadebnye obychai i obrjady / kalym";"proximity / similarity"
"tadzhiki";"uzbeki";"566232";"1953_3";"Groups, Central Asian titular nations";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";"language / etymology / linguistics";"proximity / similarity"
"tadzhiki";"uzbeki";"56816";"1979_3";"Groups, Central Asian titular nations";"present";"Factual Statement by Author";"Continuity";"housing / architecture / zhilisshe";"contact / connection (interpersonal, interethnic,...)"
"tadzhiki";"uzbeki";"56816";"1979_3";"Groups, Central Asian titular nations";"present";"Factual Statement by Author";"Continuity";"housing / architecture / zhilisshe";"proximity / similarity"
"tadzhiki";"uzbeki";"56816";"1979_3";"Groups, Central Asian titular nations";"present";"Factual Statement by Author";"Continuity";"narodnye tradicii / nacional'nye tradicii / kul'turnye tradicii";"contact / connection (interpersonal, interethnic,...)"
"tadzhiki";"uzbeki";"56816";"1979_3";"Groups, Central Asian titular nations";"present";"Factual Statement by Author";"Continuity";"narodnye tradicii / nacional'nye tradicii / kul'turnye tradicii";"proximity / similarity"
"tadzhiki";"uzbeki";"56816";"1979_3";"Groups, Central Asian titular nations";"present";"Factual Statement by Author";"Continuity";"language / terminology";"contact / connection (interpersonal, interethnic,...)"
"tadzhiki";"uzbeki";"56816";"1979_3";"Groups, Central Asian titular nations";"present";"Factual Statement by Author";"Continuity";"language / terminology";"proximity / similarity"
"tadzhiki";"uzbeki";"56816";"1979_3";"Groups, Central Asian titular nations";"present";"Factual Statement by Author";"Continuity";"material'naja kul'tura / material culture";"contact / connection (interpersonal, interethnic,...)"
"tadzhiki";"uzbeki";"56816";"1979_3";"Groups, Central Asian titular nations";"present";"Factual Statement by Author";"Continuity";"material'naja kul'tura / material culture";"proximity / similarity"
"tadzhiki";"uzbeki";"56816";"1979_3";"Groups, Central Asian titular nations";"present";"Factual Statement by Author";"Continuity";"dukhovnaja kul'tura / spiritual culture";"contact / connection (interpersonal, interethnic,...)"
"tadzhiki";"uzbeki";"56816";"1979_3";"Groups, Central Asian titular nations";"present";"Factual Statement by Author";"Continuity";"dukhovnaja kul'tura / spiritual culture";"proximity / similarity"
"tadzhiki";"uzbeki";"56816";"1979_3";"Groups, Central Asian titular nations";"present";"Factual Statement by Author";"Continuity";"clothing";"contact / connection (interpersonal, interethnic,...)"
"tadzhiki";"uzbeki";"56816";"1979_3";"Groups, Central Asian titular nations";"present";"Factual Statement by Author";"Continuity";"clothing";"proximity / similarity"
"tadzhiki Fergany / Tajiks of Ferghana";"uzbeki Fergany / Uzbeks of Ferghana";"569251";"1987_3";"tadzhiki, uzbeki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"material'naja kul'tura / material culture";"proximity / similarity"
"tadzhiki Fergany / Tajiks of Ferghana";"uzbeki Fergany / Uzbeks of Ferghana";"569251";"1987_3";"tadzhiki, uzbeki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"material'naja kul'tura / material culture";"contact / connection (interpersonal, interethnic,...)"
"tadzhiki Fergany / Tajiks of Ferghana";"uzbeki Fergany / Uzbeks of Ferghana";"569251";"1987_3";"tadzhiki, uzbeki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"clothing";"proximity / similarity"
"tadzhiki Fergany / Tajiks of Ferghana";"uzbeki Fergany / Uzbeks of Ferghana";"569251";"1987_3";"tadzhiki, uzbeki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"clothing";"contact / connection (interpersonal, interethnic,...)"
"tadzhiki Fergany / Tajiks of Ferghana";"uzbeki Fergany / Uzbeks of Ferghana";"569251";"1987_3";"tadzhiki, uzbeki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"food / cooking / pissha";"proximity / similarity"
"tadzhiki Fergany / Tajiks of Ferghana";"uzbeki Fergany / Uzbeks of Ferghana";"569251";"1987_3";"tadzhiki, uzbeki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"food / cooking / pissha";"contact / connection (interpersonal, interethnic,...)"
"tadzhiki Fergany / Tajiks of Ferghana";"uzbeki Fergany / Uzbeks of Ferghana";"569251";"1987_3";"tadzhiki, uzbeki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"housing / architecture / zhilisshe";"proximity / similarity"
"tadzhiki Fergany / Tajiks of Ferghana";"uzbeki Fergany / Uzbeks of Ferghana";"569251";"1987_3";"tadzhiki, uzbeki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"housing / architecture / zhilisshe";"contact / connection (interpersonal, interethnic,...)"
"Tajikistan / TadzhSSR";"Uzbekistan / Uzbekskaja SSR";"57094";"1960_2";"Locations, Locations";"present";"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"knowledge exchange"
"tadzhiki";"tjurki";"573111";"1954_4";"Groups, Groups";NA;"Literature Review";NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"influence"
"tadzhiki kuljabskoj oblasti / Kuljaba";"tjurki kuljabskoj oblasti";"573365";"1954_4";"tadzhiki, tjurki";"present";"Literature Review";NA;"language / spoken (incl. dialects)";"assimilation"
"narody Zapadnogo Pamira";"shugnancy";"574954";"1979_2";"Pamir groups, Pamir groups";NA;NA;NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"proximity / similarity"
"jazgulemcy";"shugnancy";"574954";"1979_2";"Pamir groups, Pamir groups";NA;NA;NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"proximity / similarity"
"sarykol'cy";"shugnancy";"574954";"1979_2";"Pamir groups, Pamir groups";NA;NA;NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"proximity / similarity"
"mundzhancy";"shugnancy";"574954";"1979_2";"Pamir groups, Pamir groups";NA;NA;NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"proximity / similarity"
"ishkashimcy";"shugnancy";"574954";"1979_2";"Pamir groups, Pamir groups";NA;NA;NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"proximity / similarity"
"shugnancy";"vakhancy";"574954";"1979_2";"Pamir groups, Pamir groups";NA;NA;NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"proximity / similarity"
"narody Vostochnogo Gindukusha";"narody Zapadnogo Pamira";"574954";"1979_2";"narody Gindukusha, Pamir groups";NA;NA;NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"proximity / similarity"
"narody Vostochnogo Gindukusha";"sarykol'cy";"574954";"1979_2";"narody Gindukusha, Pamir groups";NA;NA;NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"proximity / similarity"
"narody Vostochnogo Gindukusha";"vakhancy";"574954";"1979_2";"narody Gindukusha, Pamir groups";NA;NA;NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"proximity / similarity"
"jazgulemcy";"narody Zapadnogo Pamira";"574954";"1979_2";"Pamir groups, Pamir groups";NA;NA;NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"proximity / similarity"
"narody Zapadnogo Pamira";"sarykol'cy";"574954";"1979_2";"Pamir groups, Pamir groups";NA;NA;NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"proximity / similarity"
"mundzhancy";"narody Zapadnogo Pamira";"574954";"1979_2";"Pamir groups, Pamir groups";NA;NA;NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"proximity / similarity"
"ishkashimcy";"narody Zapadnogo Pamira";"574954";"1979_2";"Pamir groups, Pamir groups";NA;NA;NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"proximity / similarity"
"narody Zapadnogo Pamira";"vakhancy";"574954";"1979_2";"Pamir groups, Pamir groups";NA;NA;NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"proximity / similarity"
"jazgulemcy";"sarykol'cy";"574954";"1979_2";"Pamir groups, Pamir groups";NA;NA;NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"proximity / similarity"
"jazgulemcy";"mundzhancy";"574954";"1979_2";"Pamir groups, Pamir groups";NA;NA;NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"proximity / similarity"
"ishkashimcy";"jazgulemcy";"574954";"1979_2";"Pamir groups, Pamir groups";NA;NA;NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"proximity / similarity"
"jazgulemcy";"vakhancy";"574954";"1979_2";"Pamir groups, Pamir groups";NA;NA;NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"proximity / similarity"
