"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation";"feature";"relation"
"tadzhiki Bukhary";"tadzhiki Samarkanda";"74043";"1991_1";"dolinnye tadzhiki, dolinnye tadzhiki";NA;"Factual Statement by Author";NA;"education";"difference"
"tadzhiki";"tadzhiki Samarkanda";"74043";"1991_1";"dolinnye tadzhiki, Groups";NA;"Factual Statement by Author";NA;"education";"difference"
"tadzhiki";"tadzhiki Bukhary";"74043";"1991_1";"dolinnye tadzhiki, Groups";NA;"Factual Statement by Author";NA;"education";"difference"
"pripamirskie narodnosti / narody / pripamircy";"tadzhiki";"74481";"1972_4";"Groups, Pamir groups";"present";"Factual Statement by Author";NA;"education";NA
"tadzhiki Bukhary";"tadzhiki Samarkanda";"74721";"1991_1";"dolinnye tadzhiki, dolinnye tadzhiki";"present";"Factual Statement by Author";NA;"dukhovnaja kul'tura";NA
"tadzhiki Bukhary";"tadzhiki Samarkanda";"74721";"1991_1";"dolinnye tadzhiki, dolinnye tadzhiki";"present";"Factual Statement by Author";NA;"literature / poslovica / pogovorki";NA
"tadzhiki Bukhary";"tadzhiki Samarkanda";"74721";"1991_1";"dolinnye tadzhiki, dolinnye tadzhiki";"present";"Factual Statement by Author";NA;"theater";NA
"tadzhiki Bukhary";"tadzhiki Samarkanda";"74721";"1991_1";"dolinnye tadzhiki, dolinnye tadzhiki";"present";"Factual Statement by Author";NA;"cinema";NA
"tadzhiki Bukhary";"tadzhiki Samarkanda";"74721";"1991_1";"dolinnye tadzhiki, dolinnye tadzhiki";"present";"Factual Statement by Author";NA;"communication (incl.  media)";NA
"tadzhiki verkhnej chasti doliny Shirabad-Dar'i";"tadzhiki-chagatai";"75995";"1965_2";"gornye tadzhiki, tadzhiki";NA;"Citation informant, local population, interviewee";NA;"identity / self-description / samonazvanie / samosoznanie";NA
"Pandzhshirskie tadzhiki (Afghanistan)";"tadzhiki";"761840";"1961_1";"tadzhiki, Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"tadzhiki verkhnej chasti doliny Shirabad-Dar'i";"tadzhiki-chagatai";"77629";"1965_2";"tadzhiki, gornye tadzhiki";NA;"Factual Statement by Author";NA;"identity / self-description / samonazvanie / samosoznanie";"difference"
"pamircy";"tadzhiki";"77773";"1964-5";"Groups, Pamir groups";NA;"Factual Statement by Author";NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"naselenie / zhiteli istoricheskogo rajona Goron";"tadzhiki";"80089";"1989_5";"Groups, Pamir groups";NA;"Factual Statement by Author";NA;"etnos / ethnos";"proximity / similarity"
"naselenie / zhiteli Jazgulemskogo rajona istor. oblasti Darvaz";"tadzhiki";"80089";"1989_5";"Groups, Pamir groups";NA;"Factual Statement by Author";NA;"etnos / ethnos";"proximity / similarity"
"gornobadakhshancy";"tadzhiki";"80089";"1989_5";"Groups, Pamir groups";NA;"Factual Statement by Author";NA;"etnos / ethnos";"proximity / similarity"
"naselenie / zhiteli rajonov istor. oblasti Badakhshan";"tadzhiki";"80089";"1989_5";"Groups, Pamir groups";NA;"Factual Statement by Author";NA;"etnos / ethnos";"proximity / similarity"
"naselenie / zhiteli istor. oblasti Darvaz";"tadzhiki";"80089";"1989_5";"Groups, Historical groups";NA;"Factual Statement by Author";NA;"etnos / ethnos";"proximity / similarity"
"naselenie / zhiteli istoricheskogo rajona Goron";"naselenie / zhiteli Jazgulemskogo rajona istor. oblasti Darvaz";"80089";"1989_5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"etnos / ethnos";"proximity / similarity"
"gornobadakhshancy";"naselenie / zhiteli istoricheskogo rajona Goron";"80089";"1989_5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"etnos / ethnos";"proximity / similarity"
"naselenie / zhiteli istoricheskogo rajona Goron";"naselenie / zhiteli rajonov istor. oblasti Badakhshan";"80089";"1989_5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"etnos / ethnos";"proximity / similarity"
"naselenie / zhiteli istor. oblasti Darvaz";"naselenie / zhiteli istoricheskogo rajona Goron";"80089";"1989_5";"Pamir groups, Historical groups";NA;"Factual Statement by Author";NA;"etnos / ethnos";"proximity / similarity"
"gornobadakhshancy";"naselenie / zhiteli Jazgulemskogo rajona istor. oblasti Darvaz";"80089";"1989_5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"etnos / ethnos";"proximity / similarity"
"naselenie / zhiteli Jazgulemskogo rajona istor. oblasti Darvaz";"naselenie / zhiteli rajonov istor. oblasti Badakhshan";"80089";"1989_5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"etnos / ethnos";"proximity / similarity"
"naselenie / zhiteli istor. oblasti Darvaz";"naselenie / zhiteli Jazgulemskogo rajona istor. oblasti Darvaz";"80089";"1989_5";"Pamir groups, Historical groups";NA;"Factual Statement by Author";NA;"etnos / ethnos";"proximity / similarity"
"gornobadakhshancy";"naselenie / zhiteli rajonov istor. oblasti Badakhshan";"80089";"1989_5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"etnos / ethnos";"proximity / similarity"
"gornobadakhshancy";"naselenie / zhiteli istor. oblasti Darvaz";"80089";"1989_5";"Pamir groups, Historical groups";NA;"Factual Statement by Author";NA;"etnos / ethnos";"proximity / similarity"
"naselenie / zhiteli istor. oblasti Darvaz";"naselenie / zhiteli rajonov istor. oblasti Badakhshan";"80089";"1989_5";"Pamir groups, Historical groups";NA;"Factual Statement by Author";NA;"etnos / ethnos";"proximity / similarity"
"goroncy / gorancy";"tadzhiki Kalaj-khumba";"83118";"1964-5";"Pamir groups, pamirskie tadzhiki";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"goroncy / gorancy";"tadzhiki Vancha";"83118";"1964-5";"Pamir groups, pamirskie tadzhiki";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"bartangcy";"goroncy / gorancy";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"badzhujcy / badzhuvcy";"goroncy / gorancy";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"goroncy / gorancy";"shugnancy Pjandzha";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"goroncy / gorancy";"jazgulemcy";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"goroncy / gorancy";"ishkashimcy";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"goroncy / gorancy";"vakhancy";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"goroncy / gorancy";"khufcy";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"goroncy / gorancy";"shugnancy Shakh-Dary";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"tadzhiki Kalaj-khumba";"tadzhiki Vancha";"83118";"1964-5";"pamirskie tadzhiki, pamirskie tadzhiki";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"bartangcy";"tadzhiki Kalaj-khumba";"83118";"1964-5";"pamirskie tadzhiki, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"badzhujcy / badzhuvcy";"tadzhiki Kalaj-khumba";"83118";"1964-5";"pamirskie tadzhiki, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"shugnancy Pjandzha";"tadzhiki Kalaj-khumba";"83118";"1964-5";"pamirskie tadzhiki, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"jazgulemcy";"tadzhiki Kalaj-khumba";"83118";"1964-5";"pamirskie tadzhiki, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"ishkashimcy";"tadzhiki Kalaj-khumba";"83118";"1964-5";"pamirskie tadzhiki, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"tadzhiki Kalaj-khumba";"vakhancy";"83118";"1964-5";"pamirskie tadzhiki, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"khufcy";"tadzhiki Kalaj-khumba";"83118";"1964-5";"pamirskie tadzhiki, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"shugnancy Shakh-Dary";"tadzhiki Kalaj-khumba";"83118";"1964-5";"pamirskie tadzhiki, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"bartangcy";"tadzhiki Vancha";"83118";"1964-5";"pamirskie tadzhiki, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"badzhujcy / badzhuvcy";"tadzhiki Vancha";"83118";"1964-5";"pamirskie tadzhiki, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"shugnancy Pjandzha";"tadzhiki Vancha";"83118";"1964-5";"pamirskie tadzhiki, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"jazgulemcy";"tadzhiki Vancha";"83118";"1964-5";"pamirskie tadzhiki, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"ishkashimcy";"tadzhiki Vancha";"83118";"1964-5";"pamirskie tadzhiki, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"tadzhiki Vancha";"vakhancy";"83118";"1964-5";"pamirskie tadzhiki, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"khufcy";"tadzhiki Vancha";"83118";"1964-5";"pamirskie tadzhiki, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"shugnancy Shakh-Dary";"tadzhiki Vancha";"83118";"1964-5";"pamirskie tadzhiki, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"badzhujcy / badzhuvcy";"bartangcy";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"bartangcy";"shugnancy Pjandzha";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"bartangcy";"jazgulemcy";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"bartangcy";"ishkashimcy";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"bartangcy";"vakhancy";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"bartangcy";"khufcy";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"bartangcy";"shugnancy Shakh-Dary";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"badzhujcy / badzhuvcy";"shugnancy Pjandzha";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"badzhujcy / badzhuvcy";"jazgulemcy";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"badzhujcy / badzhuvcy";"ishkashimcy";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"badzhujcy / badzhuvcy";"vakhancy";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"badzhujcy / badzhuvcy";"khufcy";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"badzhujcy / badzhuvcy";"shugnancy Shakh-Dary";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"jazgulemcy";"shugnancy Pjandzha";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"ishkashimcy";"shugnancy Pjandzha";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"shugnancy Pjandzha";"vakhancy";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"khufcy";"shugnancy Pjandzha";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"shugnancy Pjandzha";"shugnancy Shakh-Dary";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"ishkashimcy";"jazgulemcy";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"jazgulemcy";"vakhancy";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"jazgulemcy";"khufcy";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"jazgulemcy";"shugnancy Shakh-Dary";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"ishkashimcy";"vakhancy";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"ishkashimcy";"khufcy";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"ishkashimcy";"shugnancy Shakh-Dary";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"khufcy";"vakhancy";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"shugnancy Shakh-Dary";"vakhancy";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"khufcy";"shugnancy Shakh-Dary";"83118";"1964-5";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"pamirskie tadzhiki Rushana";"tadzhiki Darvaza";"85301";"1984_4";"gornye tadzhiki, pamirskie tadzhiki";"present";"Factual Statement by Author";"Continuity";"clothing";NA
"pamirskie tadzhiki Rushana";"tadzhiki Darvaza";"85301";"1984_4";"gornye tadzhiki, pamirskie tadzhiki";"present";"Factual Statement by Author";"Continuity";"relikty";NA
"pamirskie tadzhiki Rushana";"tadzhiki Darvaza";"85301";"1984_4";"gornye tadzhiki, pamirskie tadzhiki";"past";"Factual Statement by Author";"Continuity";"clothing";NA
"pamirskie tadzhiki Rushana";"tadzhiki Darvaza";"85301";"1984_4";"gornye tadzhiki, pamirskie tadzhiki";"past";"Factual Statement by Author";"Continuity";"relikty";NA
"pamirskie tadzhiki Ishkashima";"tadzhiki Darvaza";"85301";"1984_4";"gornye tadzhiki, pamirskie tadzhiki";"present";"Factual Statement by Author";"Continuity";"clothing";NA
"pamirskie tadzhiki Ishkashima";"tadzhiki Darvaza";"85301";"1984_4";"gornye tadzhiki, pamirskie tadzhiki";"present";"Factual Statement by Author";"Continuity";"relikty";NA
"pamirskie tadzhiki Ishkashima";"tadzhiki Darvaza";"85301";"1984_4";"gornye tadzhiki, pamirskie tadzhiki";"past";"Factual Statement by Author";"Continuity";"clothing";NA
"pamirskie tadzhiki Ishkashima";"tadzhiki Darvaza";"85301";"1984_4";"gornye tadzhiki, pamirskie tadzhiki";"past";"Factual Statement by Author";"Continuity";"relikty";NA
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Rushana";"85301";"1984_4";"pamirskie tadzhiki, pamirskie tadzhiki";"present";"Factual Statement by Author";"Continuity";"clothing";NA
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Rushana";"85301";"1984_4";"pamirskie tadzhiki, pamirskie tadzhiki";"present";"Factual Statement by Author";"Continuity";"relikty";NA
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Rushana";"85301";"1984_4";"pamirskie tadzhiki, pamirskie tadzhiki";"past";"Factual Statement by Author";"Continuity";"clothing";NA
